,Unnamed: 0,Date,Price
0,0,951868800000.0,124.44063861324284
1,1,951872400000.0,125.42698069211752
2,2,951876000000.0,130.2239156718354
3,3,951879600000.0,118.51790447030749
4,4,951883200000.0,126.73781746951994
5,5,951886800000.0,118.8617864300227
6,6,951890400000.0,127.50710376004848
7,7,951894000000.0,125.09562470124442
8,8,951897600000.0,124.27717451105849
9,9,951901200000.0,121.76232567949404
10,10,951904800000.0,124.93316564852915
11,11,951908400000.0,125.07721698975838
12,12,951912000000.0,126.5372366710656
13,13,951915600000.0,127.01325336526726
14,14,951919200000.0,130.86540484914914
15,15,951922800000.0,131.7527871473712
16,16,951926400000.0,130.03042848488454
17,17,951930000000.0,120.22893280553714
18,18,951933600000.0,128.40505690026666
19,19,951937200000.0,122.11392825331242
20,20,951940800000.0,131.39773317233428
21,21,951944400000.0,129.3113147517009
22,22,951948000000.0,120.96528976045064
23,23,951951600000.0,129.7114875233516
24,24,951955200000.0,121.50271885669856
25,25,951958800000.0,122.50976796259131
26,26,951962400000.0,120.7114815171562
27,27,951966000000.0,126.09862992364401
28,28,951969600000.0,122.74923836319721
29,29,951973200000.0,124.8690330072478
30,30,951976800000.0,126.63634401355549
31,31,951980400000.0,126.94981520934036
32,32,951984000000.0,124.74781600076989
33,33,951987600000.0,125.31095595147393
34,34,951991200000.0,127.84674861413149
35,35,951994800000.0,125.75132259623139
36,36,951998400000.0,123.559587338715
37,37,952002000000.0,126.34525922988392
38,38,952005600000.0,125.89982204681615
39,39,952009200000.0,122.83181644546907
40,40,952012800000.0,123.69577715989901
41,41,952016400000.0,124.39357000714656
42,42,952020000000.0,121.2250668550692
43,43,952023600000.0,125.62124572738509
44,44,952027200000.0,127.4779825927096
45,45,952030800000.0,123.02763649279021
46,46,952034400000.0,126.80126246967714
47,47,952038000000.0,121.91747259310608
48,48,952041600000.0,120.59044263515676
49,49,952045200000.0,121.83359027317236
50,50,952048800000.0,126.27330836345944
51,51,952052400000.0,122.1551412808957
52,52,952056000000.0,126.99373797918587
53,53,952059600000.0,120.31166411981458
54,54,952063200000.0,126.08761808333536
55,55,952066800000.0,123.24607448747764
56,56,952070400000.0,128.050540764843
57,57,952074000000.0,122.42238294591853
58,58,952077600000.0,122.29549686935816
59,59,952081200000.0,126.40945729168087
60,60,952084800000.0,124.49304597036816
61,61,952088400000.0,121.07356238818659
62,62,952092000000.0,127.68816232207794
63,63,952095600000.0,124.02799729738773
64,64,952099200000.0,123.95644753880995
65,65,952102800000.0,125.54175120072978
66,66,952106400000.0,125.32470383449741
67,67,952110000000.0,124.25910407575287
68,68,952113600000.0,126.10232943973759
69,69,952117200000.0,126.16130592936392
70,70,952120800000.0,126.33502792903677
71,71,952124400000.0,124.73520873521684
72,72,952300800000.0,127.9992142598722
73,73,952304400000.0,129.1289520192301
74,74,952308000000.0,125.13970771083453
75,75,952311600000.0,128.26635393644287
76,76,952315200000.0,128.71633461763446
77,77,952318800000.0,125.22492753738408
78,78,952322400000.0,127.51382140933872
79,79,952326000000.0,128.86010758021584
80,80,952329600000.0,125.87273190668414
81,81,952333200000.0,126.13534300606287
82,82,952336800000.0,127.59797533902136
83,83,952340400000.0,128.61074920829424
84,84,952344000000.0,127.69828619410994
85,85,952347600000.0,127.1622255093104
86,86,952351200000.0,125.9087408261496
87,87,952354800000.0,127.09034536927722
88,88,952358400000.0,126.50370642017738
89,89,952362000000.0,127.20319978337044
90,90,952365600000.0,127.53978729562284
91,91,952369200000.0,128.84140899533
92,92,952372800000.0,125.68606024745723
93,93,952376400000.0,127.52106366448284
94,94,952380000000.0,127.06351550865759
95,95,952383600000.0,127.14156505018052
96,96,952387200000.0,126.12723869945489
97,97,952390800000.0,122.84694425819208
98,98,952394400000.0,121.44212004274435
99,99,952398000000.0,122.65240745932033
100,100,952401600000.0,124.19178195178837
101,101,952405200000.0,122.66329689763428
102,102,952408800000.0,121.75805856318465
103,103,952412400000.0,124.48527460170388
104,104,952416000000.0,124.31333630563893
105,105,952419600000.0,123.20531325224104
106,106,952423200000.0,126.38630333046015
107,107,952426800000.0,123.22803549853431
108,108,952430400000.0,124.07611426453578
109,109,952434000000.0,123.08229347952387
110,110,952437600000.0,121.66570477119001
111,111,952441200000.0,126.63724273533808
112,112,952444800000.0,126.02748191449885
113,113,952448400000.0,125.61861081652842
114,114,952452000000.0,125.89840942479059
115,115,952455600000.0,124.27555676955015
116,116,952459200000.0,125.9919181331648
117,117,952462800000.0,121.2749626337756
118,118,952466400000.0,126.97174927819476
119,119,952470000000.0,122.61090055243945
120,120,952473600000.0,118.96385019697443
121,121,952477200000.0,123.85943912885948
122,122,952480800000.0,123.21345666212237
123,123,952484400000.0,118.57262730985602
124,124,952488000000.0,121.58521338713541
125,125,952491600000.0,123.0297327131848
126,126,952495200000.0,121.41218933840996
127,127,952498800000.0,123.33275880343412
128,128,952502400000.0,120.80140270162678
129,129,952506000000.0,119.00088621353213
130,130,952509600000.0,120.39707803624351
131,131,952513200000.0,118.7910686295352
132,132,952516800000.0,121.92458416595491
133,133,952520400000.0,120.41427669736868
134,134,952524000000.0,123.30781515380295
135,135,952527600000.0,123.51989137951071
136,136,952531200000.0,123.58729369445308
137,137,952534800000.0,121.76431056577438
138,138,952538400000.0,120.20666665896879
139,139,952542000000.0,119.25723096108312
140,140,952545600000.0,123.76032480916024
141,141,952549200000.0,120.65625383288513
142,142,952552800000.0,120.5864612047897
143,143,952556400000.0,121.03306895748524
144,144,952560000000.0,122.35601047043848
145,145,952563600000.0,119.234860636445
146,146,952567200000.0,122.18813346581295
147,147,952570800000.0,119.8034134227213
148,148,952574400000.0,119.73656782873884
149,149,952578000000.0,118.74002167174669
150,150,952581600000.0,121.17028714076991
151,151,952585200000.0,123.07430060197143
152,152,952588800000.0,121.87369671067707
153,153,952592400000.0,118.38682925101696
154,154,952596000000.0,119.9855192578664
155,155,952599600000.0,122.63055783046885
156,156,952603200000.0,120.92060760878591
157,157,952606800000.0,120.75262900298073
158,158,952610400000.0,119.27036012069958
159,159,952614000000.0,121.80296330760542
160,160,952617600000.0,120.7313131155323
161,161,952621200000.0,124.7695338775688
162,162,952624800000.0,120.51573437811491
163,163,952628400000.0,124.05501347655695
164,164,952632000000.0,120.43460342109584
165,165,952635600000.0,118.547052467645
166,166,952639200000.0,118.367852818672
167,167,952642800000.0,122.45168673107936
168,168,952646400000.0,123.48153040457198
169,169,952650000000.0,127.38439504205128
170,170,952653600000.0,125.4031510931296
171,171,952657200000.0,125.52268219558826
172,172,952660800000.0,125.4420112667407
173,173,952664400000.0,125.20885715157769
174,174,952668000000.0,125.58431403798728
175,175,952671600000.0,127.61089157234058
176,176,952675200000.0,124.3986585555143
177,177,952678800000.0,122.0652905286982
178,178,952682400000.0,121.98013388655102
179,179,952686000000.0,126.29724364115198
180,180,952689600000.0,127.8922157333657
181,181,952693200000.0,123.65446411373048
182,182,952696800000.0,124.46859288650249
183,183,952700400000.0,124.04123724651852
184,184,952704000000.0,124.04053635885592
185,185,952707600000.0,123.43761256256992
186,186,952711200000.0,127.53888352751319
187,187,952714800000.0,121.73223885631666
188,188,952718400000.0,126.1990225957238
189,189,952722000000.0,122.6609118164459
190,190,952725600000.0,127.42083879348557
191,191,952729200000.0,121.92604570697613
192,192,952905600000.0,120.30232266869127
193,193,952909200000.0,123.49764127330292
194,194,952912800000.0,119.92697115997385
195,195,952916400000.0,120.33632816595495
196,196,952920000000.0,122.36963355943074
197,197,952923600000.0,122.93641841667727
198,198,952927200000.0,120.4719356735053
199,199,952930800000.0,125.28931386852936
200,200,952934400000.0,123.55443124666428
201,201,952938000000.0,122.68010588784115
202,202,952941600000.0,124.98597092427832
203,203,952945200000.0,123.33880573131
